,screenId,icon_path,bounds,reference_captions,icon_context,generated_caption
299,49109,49109_1.jpg,"[501, 462, 613, 574]",edit the name of the plant|toggle write option,"{""app activity name"": ""org.plantnet.MainActivity"", ""UI element info"": {""class_name"": ""AppCompatImageButton"", ""resource_id"": ""btn_edit_name""}, ""parent node"": [{""class"": ""LinearLayout""}], ""sibling nodes"": [{""resource_id"": ""last_contributions_item_name"", ""text"": ""Nerium oleander L."", ""class"": ""AppCompatTextView""}, {""resource_id"": ""last_contributions_item_name"", ""text"": ""Nerium oleander L."", ""class"": ""AppCompatTextView""}]}",edit name
300,49109,49109_2.jpg,"[507, 1798, 619, 1910]",edit|edit photo name|edit this title,"{""app activity name"": ""org.plantnet.MainActivity"", ""UI element info"": {""class_name"": ""AppCompatImageButton"", ""resource_id"": ""btn_edit_name""}, ""parent node"": [{""class"": ""LinearLayout""}], ""sibling nodes"": [{""resource_id"": ""last_contributions_item_name"", ""text"": ""Ficaria verna Huds."", ""class"": ""AppCompatTextView""}, {""resource_id"": ""last_contributions_item_name"", ""text"": ""Ficaria verna Huds."", ""class"": ""AppCompatTextView""}]}",edit name
301,36850,36850_1.jpg,"[0, 84, 210, 259]",back option|go back|return to previous screen,"{""app activity name"": ""com.rollingstory.spottoon.detail.DetailActivity"", ""UI element info"": {""class_name"": ""ImageButton"", ""resource_id"": ""btn_detail_back""}, ""parent node"": [{""class"": ""FrameLayout""}], ""sibling nodes"": [{""resource_id"": ""iv_background"", ""class"": ""ImageView""}, {""class"": ""RelativeLayout""}, {""class"": ""RelativeLayout""}]}",go back
302,36850,36850_2.jpg,"[1300, 700, 1405, 805]",less info|more information about video|show details,"{""app activity name"": ""com.rollingstory.spottoon.detail.DetailActivity"", ""UI element info"": {""class_name"": ""ImageButton"", ""resource_id"": ""btn_detail_description""}, ""parent node"": [{""resource_id"": ""layout_top_base""}, {""class"": ""RelativeLayout""}], ""sibling nodes"": [{""resource_id"": ""txt_detail_name"", ""text"": ""MY DEAR MARIA"", ""class"": ""TextView""}, {""resource_id"": ""btn_detail_info"", ""class"": ""ImageButton""}, {""resource_id"": ""btn_detail_info"", ""class"": ""ImageButton""}]}",go to up
303,25876,25876_1.jpg,"[0, 2212, 173, 2357]",go back|go back|go to previous,"{""app activity name"": ""com.mysms.android.lib.activity.ProductTourActivity"", ""UI element info"": {""class_name"": ""ImageView"", ""resource_id"": ""arrow_left""}, ""parent node"": [{""class"": ""LinearLayout""}], ""sibling nodes"": [{""class"": ""LinearLayout""}, {""resource_id"": ""arrow_right"", ""class"": ""ImageView""}]}",go back
304,25876,25876_2.jpg,"[1267, 2212, 1440, 2357]",go to next page|go to next page|next screen,"{""app activity name"": ""com.mysms.android.lib.activity.ProductTourActivity"", ""UI element info"": {""class_name"": ""ImageView"", ""resource_id"": ""arrow_right""}, ""parent node"": [{""class"": ""LinearLayout""}], ""sibling nodes"": [{""resource_id"": ""arrow_left"", ""class"": ""ImageView""}, {""class"": ""LinearLayout""}, {""class"": ""LinearLayout""}]}",go to next
305,32395,32395_1.jpg,"[640, 84, 801, 280]",favorite or bookmark this page|rate|shows favorited items,"{""app activity name"": ""com.fitness22.workout.activitiesandfragments.ExercisesListActivity"", ""UI element info"": {""class_name"": ""AppCompatImageView"", ""resource_id"": ""iv_toolbar_centered_image_view""}, ""parent node"": [{""resource_id"": ""toolbar""}, {""class"": ""Toolbar""}], ""sibling nodes"": [{""resource_id"": ""tv_toolbar_title"", ""class"": ""GymTextView""}, {""class"": ""FrameLayout""}, {""resource_id"": ""toolbar_right_buttons_container"", ""class"": ""LinearLayout""}, {""resource_id"": ""toolbar_right_buttons_container"", ""class"": ""LinearLayout""}, {""class"": ""ActionMenuView""}]}",favorite
306,32395,32395_2.jpg,"[56, 333, 203, 480]",look closer|look up|search,"{""app activity name"": ""com.fitness22.workout.activitiesandfragments.ExercisesListActivity"", ""UI element info"": {""class_name"": ""AppCompatImageButton"", ""resource_id"": ""ib_exercises_list_search"", ""OCR detected text"": [""Q""]}, ""parent node"": [{""resource_id"": ""exercisesListActivityRevealFrameLayout""}, {""class"": ""RevealFrameLayout""}], ""sibling nodes"": [{""class"": ""RelativeLayout""}, {""class"": ""RelativeLayout""}]}",search
307,45377,45377_1.jpg,"[0, 84, 196, 280]",go to menu|selective icon|view categories,"{""app activity name"": ""com.voxy.news.view.activity.ExploreActivity"", ""UI element info"": {""class_name"": ""ImageButton""}, ""parent node"": [{""resource_id"": ""toolbar""}, {""class"": ""Toolbar""}], ""sibling nodes"": [{""text"": ""Practice"", ""class"": ""TextView""}, {""class"": ""ActionMenuView""}, {""class"": ""ActionMenuView""}]}",open menu
308,21418,21418_1.jpg,"[0, 84, 196, 280]",go back|go back,"{""app activity name"": ""com.lcwaikiki.android.ui.products.SearchActivity"", ""UI element info"": {""class_name"": ""ImageButton""}, ""parent node"": [{""resource_id"": ""lcw_toolbar""}, {""class"": ""Toolbar""}], ""sibling nodes"": [{""resource_id"": ""toolbar_title"", ""class"": ""LcwTextView""}, {""resource_id"": ""toolbar_title"", ""class"": ""LcwTextView""}, {""class"": ""ActionMenuView""}]}",go back
309,37759,37759_1.jpg,"[103, 1516, 313, 1726]",add a picture|add picture|upload photo 1,"{""app activity name"": ""com.conduit.app.ConduitFragAct"", ""UI element info"": {""class_name"": ""ImageButton"", ""resource_id"": ""report_control_photo_img""}, ""parent node"": [{""resource_id"": ""report_control_photo_img_container""}, {""class"": ""RelativeLayout""}], ""sibling nodes"": [{""resource_id"": ""report_control_photo_img_uploading"", ""class"": ""ProgressBar""}, {""resource_id"": ""report_control_photo_retry"", ""class"": ""ImageButton""}]}",add photo
310,37759,37759_2.jpg,"[444, 1516, 654, 1726]",add a photo|adds photo to profile,"{""app activity name"": ""com.conduit.app.ConduitFragAct"", ""UI element info"": {""class_name"": ""ImageButton"", ""resource_id"": ""report_control_photo_img""}, ""parent node"": [{""resource_id"": ""report_control_photo_img_container""}, {""class"": ""RelativeLayout""}], ""sibling nodes"": [{""resource_id"": ""report_control_photo_img_uploading"", ""class"": ""ProgressBar""}, {""resource_id"": ""report_control_photo_retry"", ""class"": ""ImageButton""}]}",add photo
311,37759,37759_3.jpg,"[785, 1516, 995, 1726]",add a photo|upload a photo,"{""app activity name"": ""com.conduit.app.ConduitFragAct"", ""UI element info"": {""class_name"": ""ImageButton"", ""resource_id"": ""report_control_photo_img""}, ""parent node"": [{""resource_id"": ""report_control_photo_img_container""}, {""class"": ""RelativeLayout""}], ""sibling nodes"": [{""resource_id"": ""report_control_photo_img_uploading"", ""class"": ""ProgressBar""}, {""resource_id"": ""report_control_photo_retry"", ""class"": ""ImageButton""}]}",add photo
312,37759,37759_4.jpg,"[1126, 1516, 1336, 1726]",add photo|camara|photo option,"{""app activity name"": ""com.conduit.app.ConduitFragAct"", ""UI element info"": {""class_name"": ""ImageButton"", ""resource_id"": ""report_control_photo_img""}, ""parent node"": [{""resource_id"": ""report_control_photo_img_container""}, {""class"": ""RelativeLayout""}], ""sibling nodes"": [{""resource_id"": ""report_control_photo_img_uploading"", ""class"": ""ProgressBar""}, {""resource_id"": ""report_control_photo_retry"", ""class"": ""ImageButton""}]}",add photo
313,67469,67469_1.jpg,"[293, 268, 433, 387]",close popup|exit share menu,"{""app activity name"": ""com.mobisystems.msdict.viewer.MainActivity"", ""UI element info"": {""class_name"": ""AppCompatImageButton"", ""resource_id"": ""buttonClose"", ""OCR detected text"": [""X""]}, ""parent node"": [{""resource_id"": ""linearTitle""}, {""class"": ""LinearLayout""}], ""sibling nodes"": [{""resource_id"": ""textInviteFriends"", ""text"": ""Spread the word!"", ""class"": ""AppCompatTextView""}]}",close pop-up
314,19653,19653_1.jpg,"[1251, 602, 1405, 756]",open messages|open text|send in a text message,"{""app activity name"": ""com.planetromeo.android.app.activities.ProfileActivity"", ""UI element info"": {""class_name"": ""AppCompatImageView"", ""resource_id"": ""profile_activity_menu_container_chat""}, ""parent node"": [{""resource_id"": ""profile_activity_menu_container""}, {""class"": ""LinearLayout""}], ""sibling nodes"": [{""class"": ""View""}, {""class"": ""View""}, {""resource_id"": ""profile_activity_menu_container_profile"", ""class"": ""AppCompatImageView""}, {""resource_id"": ""profile_activity_footprint_container"", ""class"": ""FrameLayout""}, {""resource_id"": ""profile_activity_menu_container_quickshare"", ""class"": ""QuickShareGrantImageView""}, {""resource_id"": ""profile_activity_menu_container_hidevisit"", ""class"": ""ProgressRingImageView""}, {""class"": ""View""}]}",message
315,19653,19653_2.jpg,"[1241, 809, 1405, 963]",go to friends page|go to profile|see profile,"{""app activity name"": ""com.planetromeo.android.app.activities.ProfileActivity"", ""UI element info"": {""class_name"": ""AppCompatImageView"", ""resource_id"": ""profile_activity_menu_container_profile""}, ""parent node"": [{""resource_id"": ""profile_activity_menu_container""}, {""class"": ""LinearLayout""}], ""sibling nodes"": [{""class"": ""View""}, {""resource_id"": ""profile_activity_menu_container_chat"", ""class"": ""AppCompatImageView""}, {""resource_id"": ""profile_activity_menu_container_chat"", ""class"": ""AppCompatImageView""}, {""resource_id"": ""profile_activity_footprint_container"", ""class"": ""FrameLayout""}, {""resource_id"": ""profile_activity_menu_container_quickshare"", ""class"": ""QuickShareGrantImageView""}, {""resource_id"": ""profile_activity_menu_container_hidevisit"", ""class"": ""ProgressRingImageView""}, {""class"": ""View""}]}",view profile
316,19653,19653_3.jpg,"[1251, 1223, 1405, 1377]",flash option|go to battery|toggle flash,"{""app activity name"": ""com.planetromeo.android.app.activities.ProfileActivity"", ""UI element info"": {""class_name"": ""QuickShareGrantImageView"", ""resource_id"": ""profile_activity_menu_container_quickshare""}, ""parent node"": [{""resource_id"": ""profile_activity_menu_container""}, {""class"": ""LinearLayout""}], ""sibling nodes"": [{""class"": ""View""}, {""resource_id"": ""profile_activity_menu_container_chat"", ""class"": ""AppCompatImageView""}, {""resource_id"": ""profile_activity_menu_container_profile"", ""class"": ""AppCompatImageView""}, {""resource_id"": ""profile_activity_footprint_container"", ""class"": ""FrameLayout""}, {""resource_id"": ""profile_activity_footprint_container"", ""class"": ""FrameLayout""}, {""resource_id"": ""profile_activity_menu_container_hidevisit"", ""class"": ""ProgressRingImageView""}, {""class"": ""View""}]}",go to power
317,19653,19653_4.jpg,"[1251, 1430, 1405, 1584]",toggle hide option|toggles off view,"{""app activity name"": ""com.planetromeo.android.app.activities.ProfileActivity"", ""UI element info"": {""class_name"": ""ProgressRingImageView"", ""resource_id"": ""profile_activity_menu_container_hidevisit""}, ""parent node"": [{""resource_id"": ""profile_activity_menu_container""}, {""class"": ""LinearLayout""}], ""sibling nodes"": [{""class"": ""View""}, {""resource_id"": ""profile_activity_menu_container_chat"", ""class"": ""AppCompatImageView""}, {""resource_id"": ""profile_activity_menu_container_profile"", ""class"": ""AppCompatImageView""}, {""resource_id"": ""profile_activity_footprint_container"", ""class"": ""FrameLayout""}, {""resource_id"": ""profile_activity_menu_container_quickshare"", ""class"": ""QuickShareGrantImageView""}, {""resource_id"": ""profile_activity_menu_container_quickshare"", ""class"": ""QuickShareGrantImageView""}, {""class"": ""View""}]}",hide profile
318,19653,19653_5.jpg,"[1251, 1016, 1405, 1170]",open the romeo app|use this toggle to add to your favourites,"{""app activity name"": ""com.planetromeo.android.app.activities.ProfileActivity"", ""UI element info"": {""class_name"": ""AppCompatImageView"", ""resource_id"": ""profile_activity_btn_set_footprint""}, ""parent node"": [{""resource_id"": ""profile_activity_footprint_container""}, {""class"": ""FrameLayout""}], ""sibling nodes"": [{""resource_id"": ""profile_activity_btn_delete_footprint"", ""class"": ""AppCompatImageView""}]}",close advertisement
319,19653,19653_6.jpg,"[1349, 1016, 1405, 1083]",click out of this option|close app|remove this button,"{""app activity name"": ""com.planetromeo.android.app.activities.ProfileActivity"", ""UI element info"": {""class_name"": ""AppCompatImageView"", ""resource_id"": ""profile_activity_btn_delete_footprint""}, ""parent node"": [{""resource_id"": ""profile_activity_footprint_container""}, {""class"": ""FrameLayout""}], ""sibling nodes"": [{""resource_id"": ""profile_activity_btn_set_footprint"", ""class"": ""AppCompatImageView""}, {""resource_id"": ""profile_activity_btn_set_footprint"", ""class"": ""AppCompatImageView""}]}",close
320,54779,54779_1.jpg,"[233, 2205, 464, 2392]",copy and share link|get link|get/copy link,"{""app activity name"": ""com.emf.klove.MainActivity"", ""UI element info"": {""class_name"": ""AppCompatImageView"", ""resource_id"": ""networkItem"", ""OCR detected text"": [""63""]}, ""parent node"": [{""class"": ""LinearLayout""}], ""sibling nodes"": []}",link button
321,54779,54779_2.jpg,"[604, 2205, 835, 2392]",connect to someones facebook page|find artist on facebook|share on facebook,"{""app activity name"": ""com.emf.klove.MainActivity"", ""UI element info"": {""class_name"": ""AppCompatImageView"", ""resource_id"": ""networkItem"", ""OCR detected text"": [""f""]}, ""parent node"": [{""class"": ""LinearLayout""}], ""sibling nodes"": []}",facebook
322,54779,54779_3.jpg,"[975, 2205, 1206, 2392]",go to twitter|share on twitter|twitter link,"{""app activity name"": ""com.emf.klove.MainActivity"", ""UI element info"": {""class_name"": ""AppCompatImageView"", ""resource_id"": ""networkItem""}, ""parent node"": [{""class"": ""LinearLayout""}], ""sibling nodes"": []}",twitter
323,50844,50844_1.jpg,"[0, 84, 196, 280]",go back|go to previous,"{""app activity name"": ""com.palringo.android.gui.activity.ActivityLogin"", ""UI element info"": {""class_name"": ""ImageButton""}, ""parent node"": [{""resource_id"": ""discovery_login_toolbar""}, {""class"": ""Toolbar""}], ""sibling nodes"": [{""text"": ""Discover"", ""class"": ""TextView""}, {""text"": ""Discover"", ""class"": ""TextView""}, {""class"": ""ActionMenuView""}]}",go back
324,53324,53324_1.jpg,"[1265, 91, 1440, 266]",menu|more options,"{""app activity name"": ""digiMobile.FullMenu.NotAvailable"", ""UI element info"": {""class_name"": ""ImageView"", ""resource_id"": ""Widgets_TitleBar_ButtonLeft""}, ""parent node"": [{""resource_id"": ""Widgets_TitleBar_Container""}, {""class"": ""FrameLayout""}], ""sibling nodes"": [{""resource_id"": ""Widgets_TitleBar_ButtonCenter"", ""class"": ""ImageView""}, {""resource_id"": ""Widgets_TitleBar_TextCenter"", ""text"": ""Dining"", ""class"": ""TextView""}, {""resource_id"": ""Widgets_TitleBar_ButtonRight"", ""class"": ""ImageView""}, {""resource_id"": ""Widgets_TitleBar_BadgeContainer"", ""class"": ""FrameLayout""}]}",open menu
325,29505,29505_1.jpg,"[49, 1164, 504, 1419]",click on video|next video in the lineup|play the video,"{""app activity name"": ""com.nbc.news.activity.HomeActivity"", ""UI element info"": {""class_name"": ""NetworkImageView"", ""resource_id"": ""article_image"", ""OCR detected text"": [""VIDEO""]}, ""parent node"": [{""resource_id"": ""image_layout""}, {""class"": ""RelativeLayout""}], ""sibling nodes"": [{""resource_id"": ""article_type_image"", ""class"": ""AppCompatImageView""}]}",watch video
326,29505,29505_2.jpg,"[49, 1521, 504, 1776]",go to recommended video|play video|switch to the selected video,"{""app activity name"": ""com.nbc.news.activity.HomeActivity"", ""UI element info"": {""class_name"": ""NetworkImageView"", ""resource_id"": ""article_image"", ""OCR detected text"": [""VIDEO""]}, ""parent node"": [{""resource_id"": ""image_layout""}, {""class"": ""RelativeLayout""}], ""sibling nodes"": [{""resource_id"": ""article_type_image"", ""class"": ""AppCompatImageView""}]}",watch video
327,29505,29505_3.jpg,"[49, 1878, 504, 2133]",play video|video thumbnail|view video,"{""app activity name"": ""com.nbc.news.activity.HomeActivity"", ""UI element info"": {""class_name"": ""NetworkImageView"", ""resource_id"": ""article_image"", ""OCR detected text"": [""VIDEO""]}, ""parent node"": [{""resource_id"": ""image_layout""}, {""class"": ""RelativeLayout""}], ""sibling nodes"": [{""resource_id"": ""article_type_image"", ""class"": ""AppCompatImageView""}]}",watch video
328,65622,65622_1.jpg,"[0, 102, 183, 224]",app settings|display app menu|open setting,"{""app activity name"": ""fr.vestiairecollective.activity.HomeActivity"", ""UI element info"": {""class_name"": ""ImageView"", ""resource_id"": ""button_titlebar_drawer"", ""OCR detected text"": [""#{V}""]}, ""parent node"": [{""resource_id"": ""title_bar""}, {""class"": ""RelativeLayout""}], ""sibling nodes"": [{""class"": ""LinearLayout""}, {""class"": ""LinearLayout""}]}",open menu
329,65622,65622_2.jpg,"[1323, 122, 1405, 204]",share|share item for sale|share this,"{""app activity name"": ""fr.vestiairecollective.activity.HomeActivity"", ""UI element info"": {""class_name"": ""ImageView"", ""resource_id"": ""btn_right_image""}, ""parent node"": [{""class"": ""LinearLayout""}], ""sibling nodes"": [{""resource_id"": ""button_right_text"", ""class"": ""LinearLayout""}, {""resource_id"": ""button_right_text"", ""class"": ""LinearLayout""}]}",share the product
330,65622,65622_3.jpg,"[35, 277, 210, 452]",clip this page|go to profile|zoom in on profile picture,"{""app activity name"": ""fr.vestiairecollective.activity.HomeActivity"", ""UI element info"": {""class_name"": ""VCImageView"", ""resource_id"": ""pic_seller""}, ""parent node"": [{""class"": ""LinearLayout""}], ""sibling nodes"": [{""class"": ""LinearLayout""}, {""resource_id"": ""ic_recommended_seller"", ""class"": ""ImageView""}]}",view profile
331,65622,65622_4.jpg,"[1230, 732, 1405, 907]",favorite the item|make favorite|star selection,"{""app activity name"": ""fr.vestiairecollective.activity.HomeActivity"", ""UI element info"": {""class_name"": ""ImageView"", ""resource_id"": ""btn_wish""}, ""parent node"": [{""resource_id"": ""viewpager_holder""}, {""class"": ""RelativeLayout""}], ""sibling nodes"": [{""resource_id"": ""image_pager"", ""class"": ""ViewPager""}, {""resource_id"": ""btn_like"", ""class"": ""LinearLayout""}, {""resource_id"": ""btn_like"", ""class"": ""LinearLayout""}, {""resource_id"": ""btn_price_drop"", ""class"": ""ImageView""}, {""resource_id"": ""btn_alert"", ""class"": ""ImageView""}, {""resource_id"": ""pager_indicator"", ""class"": ""PagerIndicator""}]}",favorite
332,65622,65622_5.jpg,"[1230, 1152, 1405, 1327]",notify|setup alert,"{""app activity name"": ""fr.vestiairecollective.activity.HomeActivity"", ""UI element info"": {""class_name"": ""ImageView"", ""resource_id"": ""btn_alert""}, ""parent node"": [{""resource_id"": ""viewpager_holder""}, {""class"": ""RelativeLayout""}], ""sibling nodes"": [{""resource_id"": ""image_pager"", ""class"": ""ViewPager""}, {""resource_id"": ""btn_like"", ""class"": ""LinearLayout""}, {""resource_id"": ""btn_wish"", ""class"": ""ImageView""}, {""resource_id"": ""btn_price_drop"", ""class"": ""ImageView""}, {""resource_id"": ""btn_price_drop"", ""class"": ""ImageView""}, {""resource_id"": ""pager_indicator"", ""class"": ""PagerIndicator""}]}",alert
333,2989,2989_1.jpg,"[386, 259, 719, 469]",add light|open page,"{""app activity name"": ""tursky.jan.nauc.sa.html5.activities.QuizActivity"", ""UI element info"": {""class_name"": ""AppCompatImageView"", ""resource_id"": ""imgHintAndroid""}, ""parent node"": [{""class"": ""LinearLayout""}], ""sibling nodes"": [{""resource_id"": ""imgHint50"", ""class"": ""AppCompatImageView""}, {""resource_id"": ""imgHint50"", ""class"": ""AppCompatImageView""}, {""resource_id"": ""imgHintFreeze"", ""class"": ""AppCompatImageView""}, {""resource_id"": ""imgHintBuy"", ""class"": ""AppCompatImageView""}]}",light bulb
334,2989,2989_2.jpg,"[1053, 259, 1387, 469]",dollars|enter funds or payment option|show total balance,"{""app activity name"": ""tursky.jan.nauc.sa.html5.activities.QuizActivity"", ""UI element info"": {""class_name"": ""AppCompatImageView"", ""resource_id"": ""imgHintBuy"", ""OCR detected text"": [""S""]}, ""parent node"": [{""class"": ""LinearLayout""}], ""sibling nodes"": [{""resource_id"": ""imgHint50"", ""class"": ""AppCompatImageView""}, {""resource_id"": ""imgHintAndroid"", ""class"": ""AppCompatImageView""}, {""resource_id"": ""imgHintFreeze"", ""class"": ""AppCompatImageView""}, {""resource_id"": ""imgHintFreeze"", ""class"": ""AppCompatImageView""}]}",buy option
335,63603,63603_1.jpg,"[686, 2269, 718, 2301]",change page|next page|switch the page,"{""app activity name"": ""kr.eggbun.eggconvo.activities.IntroActivity"", ""UI element info"": {""class_name"": ""ImageButton"", ""resource_id"": ""imageButton_indicator_intro_2""}, ""parent node"": [{""resource_id"": ""indicator""}, {""class"": ""LinearLayout""}], ""sibling nodes"": [{""resource_id"": ""imageButton_indicator_intro_1"", ""class"": ""ImageButton""}, {""resource_id"": ""imageButton_indicator_intro_1"", ""class"": ""ImageButton""}, {""resource_id"": ""imageButton_indicator_intro_3"", ""class"": ""ImageButton""}]}",select second page
336,63603,63603_2.jpg,"[754, 2269, 786, 2301]",see next|third page,"{""app activity name"": ""kr.eggbun.eggconvo.activities.IntroActivity"", ""UI element info"": {""class_name"": ""ImageButton"", ""resource_id"": ""imageButton_indicator_intro_3""}, ""parent node"": [{""resource_id"": ""indicator""}, {""class"": ""LinearLayout""}], ""sibling nodes"": [{""resource_id"": ""imageButton_indicator_intro_1"", ""class"": ""ImageButton""}, {""resource_id"": ""imageButton_indicator_intro_2"", ""class"": ""ImageButton""}, {""resource_id"": ""imageButton_indicator_intro_2"", ""class"": ""ImageButton""}]}",select third page
337,4485,4485_1.jpg,"[1309, 2047, 1405, 2143]",click question mark icon|question or info box|view more information,"{""app activity name"": ""com.citizensbank.androidapp.activities.Login_Screen"", ""UI element info"": {""class_name"": ""ImageButton"", ""resource_id"": ""footerImage""}, ""parent node"": [{""resource_id"": ""footerImageView""}, {""class"": ""LinearLayout""}], ""sibling nodes"": []}",help
338,47269,47269_1.jpg,"[42, 1300, 182, 1440]",go to user page|john smith 's avatar|toggle emoji option,"{""app activity name"": ""com.didirelease.view.activity.LaunchActivity"", ""UI element info"": {""class_name"": ""DigiAvatarImageView"", ""resource_id"": ""post_avatar""}, ""parent node"": [{""resource_id"": ""fs_feed_ll_parent""}, {""class"": ""RelativeLayout""}], ""sibling nodes"": [{""resource_id"": ""post_name_like"", ""text"": ""john smith"", ""class"": ""TextView""}, {""resource_id"": ""post_txt"", ""text"": ""n"", ""class"": ""FeedTextView""}, {""resource_id"": ""desc_op_tv"", ""text"": ""Expand"", ""class"": ""TextView""}, {""resource_id"": ""fs_feed_ll_right_single_image"", ""class"": ""RelativeLayout""}, {""resource_id"": ""post_container"", ""class"": ""LinearLayout""}, {""resource_id"": ""album_list_fatherview"", ""class"": ""LinearLayout""}]}",view profile
339,47269,47269_2.jpg,"[1146, 1004, 1398, 1256]",personal photo area for avatar|profile picture|toggle image box,"{""app activity name"": ""com.didirelease.view.activity.LaunchActivity"", ""UI element info"": {""class_name"": ""DigiAvatarImageView"", ""resource_id"": ""fs_headicon""}, ""parent node"": [{""resource_id"": ""friend_space_head_rl""}, {""class"": ""RelativeLayout""}], ""sibling nodes"": [{""resource_id"": ""fs_headview_background"", ""class"": ""ImageViewNext""}, {""resource_id"": ""fs_username"", ""text"": ""john smith"", ""class"": ""TextView""}, {""resource_id"": ""fs_sec_text"", ""class"": ""TextView""}, {""resource_id"": ""fs_sec_text"", ""class"": ""TextView""}]}",view profile
340,53443,53443_1.jpg,"[1275, 1172, 1415, 1312]",click setting option|more options|open menu on featured article from april 11 2017,"{""app activity name"": ""org.wikipedia.main.MainActivity"", ""UI element info"": {""class_name"": ""AppCompatImageView"", ""resource_id"": ""view_list_card_header_menu""}, ""parent node"": [{""class"": ""LinearLayout""}], ""sibling nodes"": [{""resource_id"": ""view_card_header_subtitle"", ""text"": ""Apr 11, 2017"", ""class"": ""AppCompatTextView""}, {""resource_id"": ""view_card_header_subtitle"", ""text"": ""Apr 11, 2017"", ""class"": ""AppCompatTextView""}]}",more options
341,70839,70839_1.jpg,"[1121, 210, 1205, 294]",give a thumbs up|like|like button,"{""app activity name"": ""com.juthasoftwork.gumodup2.ModDescription"", ""UI element info"": {""class_name"": ""ImageView"", ""resource_id"": ""imageView4""}, ""parent node"": [{""class"": ""RelativeLayout""}], ""sibling nodes"": [{""resource_id"": ""imageView2"", ""class"": ""ImageView""}, {""resource_id"": ""textView1"", ""text"": ""Gun Mods"", ""class"": ""TextView""}, {""resource_id"": ""textView1"", ""text"": ""Gun Mods"", ""class"": ""TextView""}, {""resource_id"": ""imageView3"", ""class"": ""ImageView""}]}",like the app
342,70839,70839_2.jpg,"[1272, 210, 1356, 294]",'favorite this page|add to favourite list|select love item,"{""app activity name"": ""com.juthasoftwork.gumodup2.ModDescription"", ""UI element info"": {""class_name"": ""ImageView"", ""resource_id"": ""imageView3""}, ""parent node"": [{""class"": ""RelativeLayout""}], ""sibling nodes"": [{""resource_id"": ""imageView2"", ""class"": ""ImageView""}, {""resource_id"": ""textView1"", ""text"": ""Gun Mods"", ""class"": ""TextView""}, {""resource_id"": ""imageView4"", ""class"": ""ImageView""}, {""resource_id"": ""imageView4"", ""class"": ""ImageView""}]}",like the app
343,57112,57112_1.jpg,"[1362, 925, 1387, 969]",accede a tus redes sociales|go to option|next option,"{""app activity name"": ""com.jeevansathi.android.activities.RegistrationActivity"", ""UI element info"": {""class_name"": ""ImageButton""}, ""parent node"": [{""resource_id"": ""city_layout""}, {""class"": ""RelativeLayout""}], ""sibling nodes"": [{""resource_id"": ""city"", ""text"": ""Country - City living in"", ""class"": ""TextView""}, {""resource_id"": ""city_text"", ""text"": ""Australia"", ""class"": ""TextView""}, {""resource_id"": ""city_text"", ""text"": ""Australia"", ""class"": ""TextView""}]}",go to next
344,22331,22331_1.jpg,"[35, 119, 224, 294]",go back|move forward,"{""app activity name"": ""com.rodri.maquinilla.MenuActivity"", ""UI element info"": {""class_name"": ""EffectImageButton"", ""resource_id"": ""shareButton""}, ""parent node"": [{""resource_id"": ""RelativeLay""}, {""class"": ""RelativeLayout""}], ""sibling nodes"": [{""resource_id"": ""menubg"", ""class"": ""ImageView""}, {""resource_id"": ""startButton"", ""class"": ""EffectImageButton""}, {""resource_id"": ""startButton"", ""class"": ""EffectImageButton""}]}",go to next
345,42666,42666_1.jpg,"[1278, 161, 1405, 286]",cancel|close the page|close the window,"{""app activity name"": ""com.barclaycardus.externalactivations.ExternalActivationActivity"", ""UI element info"": {""class_name"": ""ImageView"", ""resource_id"": ""btn_close""}, ""parent node"": [{""class"": ""RelativeLayout""}], ""sibling nodes"": [{""class"": ""ImageView""}, {""class"": ""ImageView""}]}",close
346,67476,67476_1.jpg,"[18, 102, 124, 214]",press message icon|show info|view info on page,"{""app activity name"": ""com.mobisystems.msdict.viewer.WordDayActivity"", ""UI element info"": {""class_name"": ""ImageView"", ""resource_id"": ""icon_info""}, ""parent node"": [{""class"": ""LinearLayout""}], ""sibling nodes"": [{""resource_id"": ""heading"", ""text"": ""WORD OF THE DAY"", ""class"": ""TextView""}, {""class"": ""LinearLayout""}]}",show information
347,67476,67476_2.jpg,"[344, 288, 450, 394]",go back|go to previous day|view previous date,"{""app activity name"": ""com.mobisystems.msdict.viewer.WordDayActivity"", ""UI element info"": {""class_name"": ""ImageView"", ""resource_id"": ""icon_left""}, ""parent node"": [{""class"": ""LinearLayout""}], ""sibling nodes"": [{""resource_id"": ""date"", ""text"": ""20 February 2017"", ""class"": ""TextView""}, {""resource_id"": ""icon_right"", ""class"": ""ImageView""}]}",go to previous
348,67476,67476_3.jpg,"[989, 288, 1095, 394]",forward the date|move forward a day|next day,"{""app activity name"": ""com.mobisystems.msdict.viewer.WordDayActivity"", ""UI element info"": {""class_name"": ""ImageView"", ""resource_id"": ""icon_right""}, ""parent node"": [{""class"": ""LinearLayout""}], ""sibling nodes"": [{""resource_id"": ""icon_left"", ""class"": ""ImageView""}, {""resource_id"": ""date"", ""text"": ""20 February 2017"", ""class"": ""TextView""}, {""resource_id"": ""date"", ""text"": ""20 February 2017"", ""class"": ""TextView""}]}",go to next
